page,country,rev_id,Population,prediction
Pedro Francisco Bonó,Dominican Republic,720804997.0,10500000.0,Stub
Julián Serulle,Dominican Republic,721711223.0,10500000.0,Stub
Miguel Mejía (politician),Dominican Republic,722991852.0,10500000.0,Stub
Elías Wessin y Wessin,Dominican Republic,725232018.0,10500000.0,Start
Eduardo Estrella,Dominican Republic,736786680.0,10500000.0,C
Yadira Henríquez,Dominican Republic,738799956.0,10500000.0,Start
José Francisco Peña Guaba,Dominican Republic,739516888.0,10500000.0,Stub
Miguel Cocco,Dominican Republic,742246847.0,10500000.0,Stub
Guillermo Moreno García,Dominican Republic,749406364.0,10500000.0,Start
Juan Isidro Jimenes Grullón,Dominican Republic,752607879.0,10500000.0,Start
José María Cabral y Báez,Dominican Republic,752944831.0,10500000.0,Start
Maximiliano Gómez,Dominican Republic,760236673.0,10500000.0,Stub
Vincho Castillo,Dominican Republic,766482725.0,10500000.0,C
Josefina Stubbs,Dominican Republic,766721136.0,10500000.0,Start
Donald Reid Cabral,Dominican Republic,767043180.0,10500000.0,Start
Johnny Abbes García,Dominican Republic,767471572.0,10500000.0,Start
Carlos Morales Troncoso,Dominican Republic,767716683.0,10500000.0,C
Juan Cohen,Dominican Republic,770100357.0,10500000.0,Start
Roberto Salcedo Sr.,Dominican Republic,775210953.0,10500000.0,Stub
Desiderio Arias,Dominican Republic,775411874.0,10500000.0,Stub
Carolina Mejía de Garrigó,Dominican Republic,775866236.0,10500000.0,Stub
Peggy Cabral,Dominican Republic,779089006.0,10500000.0,C
José Ignacio Paliza,Dominican Republic,780305130.0,10500000.0,Start
Faride Raful,Dominican Republic,781596836.0,10500000.0,Start
Hugo Tolentino Dipp,Dominican Republic,783560337.0,10500000.0,C
Guadalupe Valdez,Dominican Republic,784873659.0,10500000.0,Stub
Milagros Ortiz Bosch,Dominican Republic,785417103.0,10500000.0,B
Jorge Radhamés Zorrilla Ozuna,Dominican Republic,788006968.0,10500000.0,C
Emilio Prud’Homme,Dominican Republic,789502786.0,10500000.0,Start
Minou Tavárez Mirabal,Dominican Republic,789729808.0,10500000.0,Start
Tomás Bobadilla,Dominican Republic,792195522.0,10500000.0,Start
Francisco del Rosario Sánchez,Dominican Republic,792463390.0,10500000.0,Start
Franklin Franco,Dominican Republic,794909088.0,10500000.0,Start
Licelott Marte de Barrios,Dominican Republic,795519698.0,10500000.0,Start
José Rafael Abinader,Dominican Republic,795919806.0,10500000.0,Start
Cristina Lizardo,Dominican Republic,796398693.0,10500000.0,Start
Matías Ramón Mella,Dominican Republic,796496317.0,10500000.0,Start
Ramón Marrero Aristy,Dominican Republic,797920947.0,10500000.0,Start
Federico Antún Batlle,Dominican Republic,798120772.0,10500000.0,Start
Juan Sánchez Ramírez,Dominican Republic,801121494.0,10500000.0,C
Zoila Martínez,Dominican Republic,801176560.0,10500000.0,Stub
Jack Veneno,Dominican Republic,801954035.0,10500000.0,C
Abelardo Vicioso,Dominican Republic,802000627.0,10500000.0,Stub
Miguel Vargas,Dominican Republic,802393321.0,10500000.0,C
Juan Vicente Moscoso,Dominican Republic,802514993.0,10500000.0,Start
Hatuey de Camps,Dominican Republic,803646952.0,10500000.0,C
Ivelisse Prats Ramírez,Dominican Republic,803834962.0,10500000.0,Start
Mateo Aquino Febrillet,Dominican Republic,804202719.0,10500000.0,C
Mario Fermín Cabral y Báez,Dominican Republic,804304488.0,10500000.0,Stub
Jose Gabriel García,Dominican Republic,804913847.0,10500000.0,B
Amable Aristy,Dominican Republic,805235968.0,10500000.0,Start
José Francisco Peña Gómez,Dominican Republic,805826974.0,10500000.0,C
Gregorio Luperón,Dominican Republic,805958158.0,10500000.0,Start
Ulises Heureaux,Dominican Republic,805958511.0,10500000.0,C
Juan Isidro Jimenes Pereyra,Dominican Republic,805959419.0,10500000.0,Stub
Jacobo Majluta Azar,Dominican Republic,805961551.0,10500000.0,Start
Leonel Fernández,Dominican Republic,805961686.0,10500000.0,C
Ramón Cáceres,Dominican Republic,805979265.0,10500000.0,Start
Lucía Medina,Dominican Republic,806006709.0,10500000.0,Stub
Jacinto Peynado Garrigosa,Dominican Republic,806266231.0,10500000.0,Start
Max Puig,Dominican Republic,806438413.0,10500000.0,Start
Rafael Trujillo,Dominican Republic,806685268.0,10500000.0,FA
Isabel Mayer,Dominican Republic,806864635.0,10500000.0,Start
Eli Wong,Malaysia,683715284.0,32781000.0,Stub
Abu Samah Mohd Kassim,Malaysia,689248087.0,32781000.0,Stub
R. G. Balan,Malaysia,690430012.0,32781000.0,Stub
Husein Hasanally Abdoolcader,Malaysia,705200309.0,32781000.0,Stub
Hashim Suboh,Malaysia,709712219.0,32781000.0,Start
Hasnoor Hussein,Malaysia,709825686.0,32781000.0,Start
List of whips in the Dewan Rakyat,Malaysia,713331917.0,32781000.0,Start
James Chan Khay Syn,Malaysia,715035912.0,32781000.0,Stub
Ismail Yaacob,Malaysia,716531360.0,32781000.0,Stub
Lau Pak Khuan,Malaysia,717606696.0,32781000.0,Start
Fong Chong Pik,Malaysia,718205319.0,32781000.0,Stub
Lau Yew,Malaysia,718205760.0,32781000.0,Stub
Abdul Halim Abdul Samad,Malaysia,719030235.0,32781000.0,Stub
Lee Boon Chim,Malaysia,722240007.0,32781000.0,Start
Akmar Hisham,Malaysia,722816132.0,32781000.0,C
Heah Joo Seang,Malaysia,723462528.0,32781000.0,C
Law Choo Kiang,Malaysia,724483849.0,32781000.0,Start
N.K. Menon,Malaysia,725226456.0,32781000.0,Start
Mazlan Ismail,Malaysia,725465633.0,32781000.0,C
Kamarulzaman Teh,Malaysia,731781828.0,32781000.0,Start
Amir Kahar,Malaysia,739883043.0,32781000.0,Stub
Marcus Rex,Malaysia,740658363.0,32781000.0,Stub
Lamri Ali,Malaysia,743819105.0,32781000.0,Stub
Charles Santiago,Malaysia,750525069.0,32781000.0,Stub
Lim Beng Hong,Malaysia,756745802.0,32781000.0,Start
Kontek Kamariah Ahmad,Malaysia,757542448.0,32781000.0,Start
Syed Nasir Ismail,Malaysia,758998682.0,32781000.0,Stub
Sukarti Wakiman,Malaysia,759833427.0,32781000.0,Start
Gobind Singh Deo,Malaysia,759858445.0,32781000.0,Start
Samsudin Osman,Malaysia,760180917.0,32781000.0,Stub
Mohamamad Fatmi Che Salleh,Malaysia,760887503.0,32781000.0,Start
Violet Yong Wui Wui,Malaysia,761115853.0,32781000.0,Start
Mahadev Shankar,Malaysia,763876833.0,32781000.0,C
Mas Ermieyati Samsudin,Malaysia,767413481.0,32781000.0,Stub
Shahlan Ismail,Malaysia,767741429.0,32781000.0,Start
Anwar Abdul Malik,Malaysia,769970063.0,32781000.0,C
Edward Gent,Malaysia,772157575.0,32781000.0,Start
David E. L. Choong,Malaysia,772604656.0,32781000.0,Stub
R.S. Thanenthiran,Malaysia,773078693.0,32781000.0,Stub
Sedomon Gunsanad Kina,Malaysia,773236774.0,32781000.0,Start
Abdul Rahman Andak,Malaysia,773237867.0,32781000.0,Start
Hou Kok Chung,Malaysia,773940232.0,32781000.0,Start
Abang Haji Abdillah,Malaysia,774491819.0,32781000.0,Start
Jamil Khir Baharom,Malaysia,776060591.0,32781000.0,C
Rashid Maidin,Malaysia,776134261.0,32781000.0,Start
Jason Teoh,Malaysia,776247440.0,32781000.0,Start
Shamsiah Fakeh,Malaysia,776675917.0,32781000.0,C
K. R. Somasundram,Malaysia,778798321.0,32781000.0,Start
S. Sothinathan,Malaysia,778798332.0,32781000.0,Stub
Ahmad Zaidi Adruce,Malaysia,779584984.0,32781000.0,C
P. Uthayakumar,Malaysia,779670027.0,32781000.0,C
Liou Chen Kuang,Malaysia,780680811.0,32781000.0,Stub
Murugesan Sinnandavar,Malaysia,782834893.0,32781000.0,C
Ismail Omar Abdul Aziz,Malaysia,783514171.0,32781000.0,Stub
Najwan Halimi,Malaysia,783682344.0,32781000.0,C
Ibrahim Yaacob,Malaysia,785956481.0,32781000.0,Start
Ishak Haji Muhammad,Malaysia,785962378.0,32781000.0,C
Tan Seng Giaw,Malaysia,786727635.0,32781000.0,Start
Henry Gurney,Malaysia,787347427.0,32781000.0,C
Abdul Aziz bin Husain,Malaysia,787395539.0,32781000.0,C
Marina Mahathir,Malaysia,787915868.0,32781000.0,Start
Abdul Aziz Abdul Kadir,Malaysia,789334760.0,32781000.0,Start
Abd. Aziz Sheikh Fadzir,Malaysia,789334778.0,32781000.0,Start
Amran Abdul Ghani,Malaysia,789334851.0,32781000.0,Start
Abdul Halim Abdul Rahman,Malaysia,789334867.0,32781000.0,Stub
Abdul Manan Ismail,Malaysia,789334898.0,32781000.0,Start
Abdul Rahman Bakri,Malaysia,789352303.0,32781000.0,Start
Mohd Abdul Wahid Endut,Malaysia,789353851.0,32781000.0,Start
Abdullah Sani Abdul Hamid,Malaysia,789353879.0,32781000.0,Start
Abu Seman Yusop,Malaysia,789353921.0,32781000.0,Start
Abu Zahar Ithnin,Malaysia,789353928.0,32781000.0,Stub
Ahmad Hamzah,Malaysia,789353954.0,32781000.0,Start
Abdullah Ahmad,Malaysia,789354060.0,32781000.0,Stub
Shamsul Anuar Nasarah,Malaysia,789355978.0,32781000.0,Stub
Shafie Apdal,Malaysia,789358957.0,32781000.0,Start
Asri Muda,Malaysia,789358974.0,32781000.0,Start
Awang Hassan,Malaysia,789358984.0,32781000.0,Start
Tengku Azlan,Malaysia,789359053.0,32781000.0,Start
Baharum Mohamed,Malaysia,789359057.0,32781000.0,Stub
Jugah Barieng,Malaysia,789359064.0,32781000.0,Start
Bernard Sta Maria,Malaysia,789359068.0,32781000.0,Start
Boo Cheng Hau,Malaysia,789359077.0,32781000.0,Stub
Chan Seng Khai,Malaysia,789359095.0,32781000.0,Stub
Che Rosli,Malaysia,789359102.0,32781000.0,Start
Che Uda,Malaysia,789359109.0,32781000.0,Stub
Chong Hon Nyan,Malaysia,789359135.0,32781000.0,Stub
Sulaiman Daud,Malaysia,789359179.0,32781000.0,Stub
Zakaria Deros,Malaysia,789359186.0,32781000.0,Start
K. L. Devaser,Malaysia,789359200.0,32781000.0,Start
Rashid Din,Malaysia,789359211.0,32781000.0,Stub
John Fernandez (Malaysian politician),Malaysia,789359280.0,32781000.0,Start
Mohd Firdaus Jaafar,Malaysia,789359287.0,32781000.0,Stub
Tajol Rosli Mohd Ghazali,Malaysia,789359338.0,32781000.0,Stub
Hamdan Sheikh Tahir,Malaysia,789359385.0,32781000.0,Stub
Hamim Samuri,Malaysia,789359397.0,32781000.0,Stub
Hasan Malek,Malaysia,789359434.0,32781000.0,Start
Mohamad Hasan (politician),Malaysia,789359444.0,32781000.0,Stub
Hassan Yunus,Malaysia,789359483.0,32781000.0,Stub
Mohd Hatta Ramli,Malaysia,789359488.0,32781000.0,Stub
Mohd Hayati Othman,Malaysia,789359494.0,32781000.0,Start
Hee Loy Sian,Malaysia,789359500.0,32781000.0,Stub
Burhanuddin al-Helmy,Malaysia,789359511.0,32781000.0,Start
Hiew King Cheu,Malaysia,789359520.0,32781000.0,Start
Husam Musa,Malaysia,789359554.0,32781000.0,Start
Irmohizam Ibrahim,Malaysia,789360742.0,32781000.0,Start
Mohd Idris Jusi,Malaysia,789360791.0,32781000.0,Stub
Ismail Mohamed Said,Malaysia,789360825.0,32781000.0,Stub
Ismail Muttalib,Malaysia,789360834.0,32781000.0,Stub
Saifuddin Nasution Ismail,Malaysia,789360871.0,32781000.0,Start
Mohd Jidin Shafee,Malaysia,789360940.0,32781000.0,Start
Johari Abdul,Malaysia,789360947.0,32781000.0,Stub
P. Kamalanathan,Malaysia,789360991.0,32781000.0,Start
Kamarul Baharin Abbas,Malaysia,789361000.0,32781000.0,Stub
Jeffrey Kitingan,Malaysia,789361160.0,32781000.0,Start
S. Krishnasamy,Malaysia,789361232.0,32781000.0,Stub
Joseph Kurup,Malaysia,789361239.0,32781000.0,Start
Lai Meng Chong,Malaysia,789361260.0,32781000.0,Stub
Robert Lau Hoi Chew,Malaysia,789361299.0,32781000.0,Start
Alice Lau Kiong Yieng,Malaysia,789361328.0,32781000.0,Stub
Lee Boon Chye,Malaysia,789361366.0,32781000.0,Start
Lee Ying Ha,Malaysia,789361388.0,32781000.0,Stub
Lee Lam Thye,Malaysia,789361400.0,32781000.0,Stub
Yong Teck Lee,Malaysia,789361417.0,32781000.0,Stub
Lilah Yasin,Malaysia,789361465.0,32781000.0,Start
Malcom Mussen Lamoh,Malaysia,789361653.0,32781000.0,Stub
S. Manikavasagam,Malaysia,789361667.0,32781000.0,Start
Michael Manyin,Malaysia,789361711.0,32781000.0,Stub
Md Sirat Abu,Malaysia,789361743.0,32781000.0,Start
Taib Azamudden Md Taib,Malaysia,789361748.0,32781000.0,Start
Zahrain Mohamed Hashim,Malaysia,789361795.0,32781000.0,Start
Mohsin Fadzli Samsuri,Malaysia,789361859.0,32781000.0,Stub
Abdul Rahman Mokhtar,Malaysia,789361876.0,32781000.0,Stub
Muhammad Husin,Malaysia,789361897.0,32781000.0,Stub
Mujahid Yusof Rawa,Malaysia,789361921.0,32781000.0,Start
Nasarudin Hashim,Malaysia,789361998.0,32781000.0,Start
Mohd Nasir Ibrahim Fikri,Malaysia,789362014.0,32781000.0,Start
Ganga Nayar,Malaysia,789362039.0,32781000.0,Start
Harrison Ngau Laing,Malaysia,789362069.0,32781000.0,Stub
K. S. Nijhar,Malaysia,789362076.0,32781000.0,Start
Mohd Nizar Zakaria,Malaysia,789362133.0,32781000.0,Stub
Noor Ehsanuddin Mohd Harun Narrashid,Malaysia,789362143.0,32781000.0,Start
Mohd Nor Othman,Malaysia,789362150.0,32781000.0,Stub
Noraini Ahmad,Malaysia,789362156.0,32781000.0,Start
M. G. Pandithan,Malaysia,789367877.0,32781000.0,C
Simoi Peri,Malaysia,789367881.0,32781000.0,Stub
Poh Ah Tiam,Malaysia,789367887.0,32781000.0,Stub
Mohd Puad Zarkashi,Malaysia,789367904.0,32781000.0,Start
Krishnamoorthy Rajannaidu,Malaysia,789367925.0,32781000.0,Stub
RSN Rayer,Malaysia,789368203.0,32781000.0,Start
Rajiv Rishyakaran,Malaysia,789368226.0,32781000.0,C
Othman Saat,Malaysia,789368242.0,32781000.0,Stub
Sakinah Junid,Malaysia,789368305.0,32781000.0,Start
Harris Salleh,Malaysia,789368314.0,32781000.0,Stub
Shafie Salleh,Malaysia,789368318.0,32781000.0,Start
D. R. Seenivasagam,Malaysia,789368371.0,32781000.0,Start
Badrul Hisham Shaharin,Malaysia,789368442.0,32781000.0,Stub
Abdul Aziz Shamsuddin,Malaysia,789368447.0,32781000.0,Stub
Jagdeep Singh Deo,Malaysia,789368497.0,32781000.0,Start
Ramkarpal Singh,Malaysia,789368504.0,32781000.0,Start
Subramaniam Sinniah,Malaysia,789368513.0,32781000.0,Start
Siti Mariah Mahmud,Malaysia,789368521.0,32781000.0,Start
Su Keong Siong,Malaysia,789368548.0,32781000.0,Stub
Suhaimi Hassan,Malaysia,789368583.0,32781000.0,Stub
Osu Sukam,Malaysia,789368900.0,32781000.0,Start
Sulaiman Taha,Malaysia,789368941.0,32781000.0,Stub
Julian Tan Kok Ping,Malaysia,789369001.0,32781000.0,Stub
Tan Kok Wai,Malaysia,789369026.0,32781000.0,Start
Tanasekharan Autherapady,Malaysia,789369049.0,32781000.0,Stub
Tengku Razaleigh Hamzah,Malaysia,789369089.0,32781000.0,C
Teo Kok Seong,Malaysia,789369097.0,32781000.0,Stub
Michael Teo Yu Keng,Malaysia,789369107.0,32781000.0,Stub
Lajim Ukin,Malaysia,789369200.0,32781000.0,Start
V. David,Malaysia,789369215.0,32781000.0,Start
Vadiveloo Govindasamy,Malaysia,789369217.0,32781000.0,Stub
Veerappen Veerathan,Malaysia,789369218.0,32781000.0,Stub
Wan Abdul Rahim,Malaysia,789369231.0,32781000.0,Start
Elizabeth Wong (politician),Malaysia,789369293.0,32781000.0,Start
Wong Sze Phin,Malaysia,789370107.0,32781000.0,Stub
Stephen Yong Kuet Tze,Malaysia,789370406.0,32781000.0,Stub
Yusmadi Yusoff,Malaysia,789370467.0,32781000.0,Stub
Syed Zahiruddin,Malaysia,789370490.0,32781000.0,Stub
Hamzah Zainudin,Malaysia,789370511.0,32781000.0,Start
Phahrolrazi Zawawi,Malaysia,789370533.0,32781000.0,Start
Mohd Zin Mohamed,Malaysia,789370540.0,32781000.0,Start
Zuraida Kamaruddin,Malaysia,789370558.0,32781000.0,Start
Wilson Nyabong Ijang,Malaysia,789370710.0,32781000.0,Start
Zainal Abidin Ahmad (writer),Malaysia,789444791.0,32781000.0,Start
Karim Mansor,Malaysia,789530545.0,32781000.0,Stub
Ahmad Boestaman,Malaysia,789570522.0,32781000.0,Start
Halimah Mohamed Sadique,Malaysia,789667099.0,32781000.0,Start
Tan Ah Eng,Malaysia,789667817.0,32781000.0,Start
Teo Nie Ching,Malaysia,789667856.0,32781000.0,Start
Napsiah Omar,Malaysia,789667895.0,32781000.0,Stub
Liang Teck Meng,Malaysia,790085545.0,32781000.0,Start
Liew Chin Tong,Malaysia,790184450.0,32781000.0,Start
Hannah Yeoh,Malaysia,790303932.0,32781000.0,Start
Azimi Daim,Malaysia,790313201.0,32781000.0,Start
Aziz Ishak,Malaysia,790314574.0,32781000.0,C
D. S. Ramanathan,Malaysia,790393300.0,32781000.0,Start
V. T. Sambanthan,Malaysia,790929468.0,32781000.0,C
Sivarasa Rasiah,Malaysia,791120001.0,32781000.0,Start
Bernard Giluk Dompok,Malaysia,791166936.0,32781000.0,Start
Sapawi Ahmad,Malaysia,791273016.0,32781000.0,Stub
Nor Mohamed Yakcop,Malaysia,791513182.0,32781000.0,Start
Lily Eberwein,Malaysia,792054412.0,32781000.0,Start
Mustapha Harun,Malaysia,792563081.0,32781000.0,C
Chris Lee Chun Kit,Malaysia,792673202.0,32781000.0,Start
Chan Tzun Hei,Malaysia,793666936.0,32781000.0,C
Annuar Rapaee,Malaysia,793678534.0,32781000.0,Start
Tang Heap Seng,Malaysia,794018978.0,32781000.0,C
Yap Soo Huey,Malaysia,794019405.0,32781000.0,Start
Chong Kah Kiat,Malaysia,794066909.0,32781000.0,Start
Chong Ted Tsiung,Malaysia,794067025.0,32781000.0,Stub
Tan Keng Liang,Malaysia,794306484.0,32781000.0,Start
Lee Chee Leong,Malaysia,794447789.0,32781000.0,Start
Henry Lee Hau Shik,Malaysia,794451131.0,32781000.0,GA
Mohamad Aziz,Malaysia,794584592.0,32781000.0,Start
Ahmad Lebai Sudin,Malaysia,794636323.0,32781000.0,Start
Hashim Jasin,Malaysia,794645793.0,32781000.0,Start
M. Manogaran,Malaysia,794672664.0,32781000.0,Start
N. Surendran,Malaysia,794953086.0,32781000.0,Start
Kong Cho Ha,Malaysia,794970677.0,32781000.0,Start
Chor Chee Heung,Malaysia,794990219.0,32781000.0,Start
Wilfred Madius Tangau,Malaysia,794994956.0,32781000.0,Start
Wong Sai Hou,Malaysia,795123414.0,32781000.0,Stub
Lim Lip Eng,Malaysia,795231840.0,32781000.0,Start
K. Parthiban,Malaysia,795293603.0,32781000.0,Start
John Thivy,Malaysia,795590138.0,32781000.0,Start
Ariff Sabri Abdul Aziz,Malaysia,795696474.0,32781000.0,Start
Senu Abdul Rahman,Malaysia,795721037.0,32781000.0,Start
Bong Kee Chok,Malaysia,795727653.0,32781000.0,Stub
Lai Teck,Malaysia,795868374.0,32781000.0,C
Waytha Moorthy Ponnusamy,Malaysia,795980269.0,32781000.0,C
Ong Kian Ming,Malaysia,796007106.0,32781000.0,Start
Ko Chung Sen,Malaysia,796065203.0,32781000.0,Start
Razali Ibrahim,Malaysia,796162213.0,32781000.0,Start
Matulidi Jusoh,Malaysia,796172387.0,32781000.0,Stub
Abdul Latiff Ahmad,Malaysia,796214876.0,32781000.0,Start
Wong Ho Leng,Malaysia,796331250.0,32781000.0,C
Ahmad Fuad Ismail,Malaysia,796342099.0,32781000.0,Stub
K. Pathmanaban,Malaysia,796357529.0,32781000.0,Start
Omar Yoke Lin Ong,Malaysia,796640739.0,32781000.0,C
Tan Tee Beng,Malaysia,796684896.0,32781000.0,Start
Joseph Pairin Kitingan,Malaysia,796833506.0,32781000.0,C
Mohamed Khaled Nordin,Malaysia,797182387.0,32781000.0,Start
FD Iskandar,Malaysia,797360151.0,32781000.0,C
Yeung Kwo,Malaysia,797403713.0,32781000.0,Stub
Steven Sim,Malaysia,797458550.0,32781000.0,Start
Hishamuddin Rais,Malaysia,797555519.0,32781000.0,Start
Ramasamy Palanisamy,Malaysia,797595481.0,32781000.0,Start
Mohd Nasir Hashim,Malaysia,797596345.0,32781000.0,Start
Khalid Abdul Samad,Malaysia,797762863.0,32781000.0,C
Mohamad Shahrum Osman,Malaysia,797774050.0,32781000.0,Stub
William Leong Jee Keen,Malaysia,797790148.0,32781000.0,Start
Ling Liong Sik,Malaysia,797977082.0,32781000.0,Start
Adam Adli,Malaysia,798058722.0,32781000.0,Start
M. K. Rajakumar,Malaysia,798135626.0,32781000.0,C
Fauzi Abdul Rahman,Malaysia,798143123.0,32781000.0,Stub
Tan Cheng Lock,Malaysia,798146189.0,32781000.0,C
Chen Tien,Malaysia,798284140.0,32781000.0,Stub
Lim Chong Eu,Malaysia,798285613.0,32781000.0,C
Aminuddin Harun,Malaysia,798334920.0,32781000.0,Stub
Chandra Mohan Thambirajah,Malaysia,798351135.0,32781000.0,Stub
Yeap Ghim Guan,Malaysia,798447592.0,32781000.0,Start
Raja Kamarul Bahrin,Malaysia,798472672.0,32781000.0,Stub
Mansor Othman,Malaysia,798521153.0,32781000.0,Stub
Mohamad Imran Abdul Hamid,Malaysia,798531872.0,32781000.0,Stub
Oscar Ling Chai Yew,Malaysia,798535115.0,32781000.0,Stub
Wee Choo Keong,Malaysia,798597760.0,32781000.0,C
Ng Wei Aik,Malaysia,798630854.0,32781000.0,Start
Kerk Kim Hock,Malaysia,798638192.0,32781000.0,Start
Chow Kon Yeow,Malaysia,798641007.0,32781000.0,Start
Ariffin Omar,Malaysia,798644652.0,32781000.0,Start
E. E. C. Thuraisingham,Malaysia,798671264.0,32781000.0,C
Daniel Wa Wai How,Malaysia,798877174.0,32781000.0,Stub
Adli Zahari,Malaysia,798878028.0,32781000.0,Stub
Wong Tien Fatt,Malaysia,798897268.0,32781000.0,Stub
Wong Ling Biu,Malaysia,798900362.0,32781000.0,Stub
Manivannan Gowindasamy,Malaysia,799008805.0,32781000.0,Stub
Mohamed Rahmat,Malaysia,799022512.0,32781000.0,Start
Kasthuriraani Patto,Malaysia,799037350.0,32781000.0,Start
Mohd Radzi Sheikh Ahmad,Malaysia,799041144.0,32781000.0,Start
James W. W. Birch,Malaysia,799065783.0,32781000.0,C
Sim Tong Him,Malaysia,799096901.0,32781000.0,Start
Duncan Stewart (British diplomat),Malaysia,799152970.0,32781000.0,C
Ong Ka Ting,Malaysia,799225381.0,32781000.0,Start
Siti Aishah Shaik Ismail,Malaysia,799448968.0,32781000.0,Stub
Pandikar Amin Mulia,Malaysia,799451022.0,32781000.0,Start
Michael Jeyakumar Devaraj,Malaysia,799486739.0,32781000.0,Start
Devamany S. Krishnasamy,Malaysia,799505454.0,32781000.0,C
Abdul Ghani Ahmad,Malaysia,799527434.0,32781000.0,Start
Saravanan Murugan,Malaysia,799544171.0,32781000.0,Start
Chua Tee Yong,Malaysia,799546918.0,32781000.0,Start
Philip Lee Tau Sang,Malaysia,799564059.0,32781000.0,Stub
Wong Foon Meng,Malaysia,799712543.0,32781000.0,Start
Abang Muhammad Salahuddin,Malaysia,799746271.0,32781000.0,C
Tajuddin Abdul Rahman,Malaysia,799998700.0,32781000.0,C
Azlan Mohd Lazim,Malaysia,800142151.0,32781000.0,Start
K. Sivalingam,Malaysia,800274510.0,32781000.0,Start
Janaky Athi Nahappan,Malaysia,800465717.0,32781000.0,Start
Dyana Sofya Mohd Daud,Malaysia,800706423.0,32781000.0,C
Soh Chin Aun,Malaysia,800722429.0,32781000.0,Start
Dzulkefly Ahmad,Malaysia,800728411.0,32781000.0,Start
Abdul Rahman Ya'kub,Malaysia,800849229.0,32781000.0,B
Wee Han Wen,Malaysia,800849799.0,32781000.0,Stub
Hii King Chiong,Malaysia,800857179.0,32781000.0,Start
Amirsham Abdul Aziz,Malaysia,801220996.0,32781000.0,Stub
Jins Shamsuddin,Malaysia,801244467.0,32781000.0,C
Tan Chai Ho,Malaysia,801256611.0,32781000.0,Start
Mohamed Hanipa Maidin,Malaysia,801328134.0,32781000.0,Stub
Mohd Nor Monutty,Malaysia,801330042.0,32781000.0,Stub
Victor Gu,Malaysia,801432169.0,32781000.0,Stub
Zaid Ibrahim,Malaysia,801449223.0,32781000.0,C
Kamarudin Jaffar,Malaysia,801505651.0,32781000.0,Start
Saifuddin Abdullah,Malaysia,801651279.0,32781000.0,Start
Wong Chen,Malaysia,801704415.0,32781000.0,Start
Er Teck Hwa,Malaysia,801841027.0,32781000.0,Start
Nur Jazlan Mohamed,Malaysia,801859850.0,32781000.0,C
Tan Chee Khoon,Malaysia,801869254.0,32781000.0,C
Tan Kee Kwong,Malaysia,801869376.0,32781000.0,C
Ahmad Shabery Cheek,Malaysia,802304359.0,32781000.0,Start
Amani Williams Hunt Abdullah,Malaysia,802374238.0,32781000.0,C
Abang Haji Openg,Malaysia,802467163.0,32781000.0,Start
Fuad Stephens,Malaysia,802727432.0,32781000.0,C
Eu Chooi Yip,Malaysia,802739786.0,32781000.0,B
Ahmad Bashah Md Hanipah,Malaysia,802752208.0,32781000.0,Start
Fariz Musa,Malaysia,802772770.0,32781000.0,Start
Sim Tze Tzin,Malaysia,802784737.0,32781000.0,Start
V. Manickavasagam,Malaysia,802785186.0,32781000.0,Start
Tun Fatimah,Malaysia,802955123.0,32781000.0,C
Chin Peng,Malaysia,802965442.0,32781000.0,FA
Musa Hitam,Malaysia,803554531.0,32781000.0,C
Nathaniel Tan,Malaysia,803784152.0,32781000.0,C
Michelle Yesudas,Malaysia,803847313.0,32781000.0,Stub
Syed Sheh Shahabudin,Malaysia,804009781.0,32781000.0,Stub
List of Malaysian politicians of Indian descent,Malaysia,804053178.0,32781000.0,Start
Ahmad Ismail (Malaysian politician),Malaysia,804091573.0,32781000.0,GA
Karpal Singh,Malaysia,804215818.0,32781000.0,GA
Onn Jaafar,Malaysia,804374956.0,32781000.0,C
G. Rama Iyer,Malaysia,804489697.0,32781000.0,Stub
Mustapa Mohamed,Malaysia,804556284.0,32781000.0,Start
Siti Zailah Mohd Yusoff,Malaysia,804556604.0,32781000.0,Start
Zairil Khir Johari,Malaysia,804632561.0,32781000.0,C
Gan Peck Cheng,Malaysia,804703685.0,32781000.0,Start
Fadzil Mahmood,Malaysia,804949237.0,32781000.0,Stub
Hoh Khai Mun,Malaysia,804976808.0,32781000.0,Start
Vigneswaran Sanasee,Malaysia,805230733.0,32781000.0,Stub
Wan Azizah Wan Ismail,Malaysia,805402248.0,32781000.0,C
Mohamad Sabu,Malaysia,805402380.0,32781000.0,C
M. Kulasegaran,Malaysia,805402558.0,32781000.0,Start
Ameir Hassan,Malaysia,805405910.0,32781000.0,Stub
Lim Yew Hock,Malaysia,805427222.0,32781000.0,FA
Ghazali Shafie,Malaysia,805444233.0,32781000.0,Start
Fong Kui Lun,Malaysia,805458276.0,32781000.0,Start
Teng Boon Soon,Malaysia,805458679.0,32781000.0,Start
Lim Si Pin,Malaysia,805459326.0,32781000.0,Stub
John Victor Morais,Malaysia,805559437.0,32781000.0,Stub
G. Palanivel,Malaysia,805599633.0,32781000.0,C
Hee Yit Foong,Malaysia,805599800.0,32781000.0,C
Mukhriz Mahathir,Malaysia,805600468.0,32781000.0,C
Ong Ka Chuan,Malaysia,805600600.0,32781000.0,C
Samy Vellu,Malaysia,805600902.0,32781000.0,C
Subramaniam Sathasivam,Malaysia,805601085.0,32781000.0,C
