page,country,rev_id,Population,prediction
Bir I of Kanem,Chad,355319463.0,16877000.0,Stub
Abdullah II of Kanem,Chad,498683267.0,16877000.0,Stub
Salmama II of Kanem,Chad,565745353.0,16877000.0,Stub
Kuri I of Kanem,Chad,565745365.0,16877000.0,Stub
Mohammed I of Kanem,Chad,565745375.0,16877000.0,Stub
Kuri II of Kanem,Chad,669719757.0,16877000.0,Stub
Bir II of Kanem,Chad,670893206.0,16877000.0,Stub
Mahamat Hissene,Chad,693055898.0,16877000.0,Stub
Othman I,Chad,705432607.0,16877000.0,Stub
Alphonse Kotiga,Chad,707593108.0,16877000.0,Stub
Oueddei Kichidemi,Chad,708346649.0,16877000.0,Start
Dunama I,Chad,710675092.0,16877000.0,Stub
Ahmad (Kanem-Bornu king),Chad,711388267.0,16877000.0,Stub
Djibrine Kerallah,Chad,712971263.0,16877000.0,Stub
Maurice Ngangtar,Chad,712971315.0,16877000.0,Stub
Idriss Miskine,Chad,712971738.0,16877000.0,Stub
Laoukein Kourayo Médard,Chad,716886170.0,16877000.0,Stub
Nadji Madou,Chad,716886788.0,16877000.0,Stub
Noël Milarew Odingar,Chad,716891799.0,16877000.0,Start
Yaya Dillo Djérou,Chad,717733209.0,16877000.0,Stub
Acheikh Ibn-Oumar,Chad,719821590.0,16877000.0,Start
Quatre Sou Quatre,Chad,720066754.0,16877000.0,Stub
Ali Gazi,Chad,722563340.0,16877000.0,Stub
Mahamat Djarma Khatir,Chad,725132042.0,16877000.0,Stub
Dunama IX Lefiami,Chad,731749611.0,16877000.0,Stub
Dawud of Kanem,Chad,736550266.0,16877000.0,Stub
Ahmed Koulamallah,Chad,738855197.0,16877000.0,Start
Abbo Nassour,Chad,741369486.0,16877000.0,C
Abdel Kader Baba-Laddé,Chad,742213176.0,16877000.0,Stub
Hummay,Chad,747271475.0,16877000.0,Stub
Ngarlejy Yorongar,Chad,751304544.0,16877000.0,C
Saleh Kezabo,Chad,751380073.0,16877000.0,Stub
Bourkou Louise Kabo,Chad,757072468.0,16877000.0,Start
Brahim Koulamallah,Chad,757802238.0,16877000.0,Stub
Saadie Goukouni Weddeye,Chad,757842614.0,16877000.0,Start
Mahamoud Adam Béchir,Chad,762579466.0,16877000.0,Start
Djidingar Dono Ngardoum,Chad,764133533.0,16877000.0,Stub
Youssouf Saleh Abbas,Chad,771052289.0,16877000.0,C
Koibla Djimasta,Chad,774223245.0,16877000.0,Start
Nassour Guelendouksia Ouaido,Chad,774223248.0,16877000.0,C
Joseph Brahim Seid,Chad,777478442.0,16877000.0,Stub
Joseph Yodoyman,Chad,777550078.0,16877000.0,Start
Antoine Bangui,Chad,782638002.0,16877000.0,Start
Ibrahim IV of Bornu,Chad,785614014.0,16877000.0,Stub
Hadjé Halimé,Chad,786449636.0,16877000.0,C
Youssouf Togoïmi,Chad,787390241.0,16877000.0,Start
Adoum Younousmi,Chad,787719236.0,16877000.0,Start
François Tombalbaye,Chad,787738541.0,16877000.0,C
Ahmat Hassaballah Soubiane,Chad,787910771.0,16877000.0,Stub
Ahmad Allam-Mi,Chad,787921293.0,16877000.0,Start
Laotegguelnodji Koumtog,Chad,788009613.0,16877000.0,Stub
Mahamat Ali Adoum,Chad,788014671.0,16877000.0,Start
Mahamat Saleh Annadif,Chad,788658822.0,16877000.0,Start
Mohamed Bechir-Sow,Chad,788827248.0,16877000.0,Stub
Gontchomé Sahoulba,Chad,788828388.0,16877000.0,Start
Gabriel Lisette,Chad,788828519.0,16877000.0,Start
Ali II of Bornu,Chad,788999424.0,16877000.0,Stub
Arabi El Goni,Chad,789126126.0,16877000.0,Stub
Dunama Dabbalemi,Chad,789935196.0,16877000.0,Start
Idris Alooma,Chad,792734868.0,16877000.0,Start
Mahamat Nouri,Chad,792954115.0,16877000.0,B
Idriss Ndele Moussa,Chad,796654025.0,16877000.0,Stub
Mbaydoum Simeon,Chad,796690873.0,16877000.0,Stub
Ngarindo Milengar,Chad,796700718.0,16877000.0,Stub
List of Prime Ministers of Chad,Chad,797747674.0,16877000.0,Start
Idriss Déby,Chad,798286150.0,16877000.0,C
Saleh Kebzabo,Chad,798626040.0,16877000.0,C
Moussa Faki,Chad,799043301.0,16877000.0,C
Kalzeubet Pahimi Deubet,Chad,799413193.0,16877000.0,Stub
Haroun Kabadi,Chad,799447895.0,16877000.0,Start
Nagoum Yamassoum,Chad,799447995.0,16877000.0,Start
Outel Bono,Chad,799448338.0,16877000.0,Start
Ahmat Acyl,Chad,799902492.0,16877000.0,C
Djimrangar Dadnadji,Chad,800133552.0,16877000.0,Start
Delwa Kassiré Koumakoye,Chad,801029539.0,16877000.0,C
Fidèle Moungar,Chad,801192255.0,16877000.0,C
Jean Alingué Bawoyeu,Chad,801192303.0,16877000.0,B
Emmanuel Nadingar,Chad,801573576.0,16877000.0,C
Roger Djikisna,Chad,801583221.0,16877000.0,Stub
Firmin Djidingar,Chad,801583260.0,16877000.0,Stub
Idris I of Kanem,Chad,802874918.0,16877000.0,Stub
Vice President of Chad,Chad,803166509.0,16877000.0,Stub
Hissène Habré,Chad,803166806.0,16877000.0,GA
Negue Djogo,Chad,803166989.0,16877000.0,Start
Wadel Abdelkader Kamougué,Chad,803167152.0,16877000.0,C
Félix Malloum,Chad,803167336.0,16877000.0,Start
Lol Mahamat Choua,Chad,803167424.0,16877000.0,C
Goukouni Oueddei,Chad,803167990.0,16877000.0,C
Albert Pahimi Padacké,Chad,803433107.0,16877000.0,C
List of heads of state of Chad,Chad,803812011.0,16877000.0,Start
Elise Loum,Chad,804773540.0,16877000.0,Start
Agnes Allafi,Chad,805493169.0,16877000.0,Start
Christine Georges Diguibaye,Chad,806337653.0,16877000.0,Stub
Pascal Yoadimnadji,Chad,806508985.0,16877000.0,Start
Aissa Koli,Chad,806616268.0,16877000.0,Start
Omar I of Kanem,Chad,807425129.0,16877000.0,Start
Information Minister of the Palestinian National Authority,Palestinian Territory,393276188.0,5008000.0,Stub
Finance Minister of the Palestinian National Authority,Palestinian Territory,596181202.0,5008000.0,Start
Planning Minister of the Palestinian National Authority,Palestinian Territory,633612729.0,5008000.0,Start
Hossam Arafat (politician),Palestinian Territory,680933208.0,5008000.0,Stub
Tawfik Tirawi,Palestinian Territory,701106976.0,5008000.0,Start
Isam al-Qadi,Palestinian Territory,706650943.0,5008000.0,Stub
Hussein al-Araj,Palestinian Territory,707669406.0,5008000.0,Stub
Mohammad Barghouti,Palestinian Territory,708269321.0,5008000.0,Stub
Ahmed Khalidi,Palestinian Territory,708495719.0,5008000.0,Stub
Health Minister of the Palestinian National Authority,Palestinian Territory,708817890.0,5008000.0,Stub
Qais Abd al-Karim,Palestinian Territory,709529097.0,5008000.0,Stub
Mahmoud Aloul,Palestinian Territory,709567584.0,5008000.0,Stub
Victor Batarseh,Palestinian Territory,709994434.0,5008000.0,Stub
Hanna Nasser (academic),Palestinian Territory,710133339.0,5008000.0,Start
Anastas Hanania,Palestinian Territory,710390049.0,5008000.0,Start
Joudeh George Murqos,Palestinian Territory,710676772.0,5008000.0,Stub
Ali al-Sartawi,Palestinian Territory,710990363.0,5008000.0,Stub
Jamal Tirawi,Palestinian Territory,712310215.0,5008000.0,Start
Samir Abu Eisheh,Palestinian Territory,713203735.0,5008000.0,Stub
Sami Taha,Palestinian Territory,713505054.0,5008000.0,Start
Ayyub Musallam,Palestinian Territory,714176771.0,5008000.0,Stub
Hajj Essa Hamed,Palestinian Territory,714181175.0,5008000.0,Start
Hasan Tahboub,Palestinian Territory,714208891.0,5008000.0,Stub
Hanna Nasser,Palestinian Territory,714586856.0,5008000.0,Stub
Ghazi Hanania,Palestinian Territory,715125381.0,5008000.0,Stub
Amin Abd al-Hadi,Palestinian Territory,716425885.0,5008000.0,Stub
Samir Hulileh,Palestinian Territory,717174805.0,5008000.0,Start
Hatem Qafisha,Palestinian Territory,717350346.0,5008000.0,Stub
Nayef Rajoub,Palestinian Territory,717907429.0,5008000.0,Stub
Ghassan Shakaa,Palestinian Territory,720225559.0,5008000.0,Stub
Salim Zanoun,Palestinian Territory,720541817.0,5008000.0,Stub
Ahmad Bahar (Palestinian politician),Palestinian Territory,725592476.0,5008000.0,Stub
Umm Nidal,Palestinian Territory,729635985.0,5008000.0,C
Aref al-Dajani,Palestinian Territory,730565205.0,5008000.0,Start
Faed Mustafa,Palestinian Territory,730612889.0,5008000.0,Stub
Interior Minister of the Palestinian National Authority,Palestinian Territory,734366909.0,5008000.0,B
Samiha Khalil,Palestinian Territory,737316891.0,5008000.0,Start
Imil Jarjoui,Palestinian Territory,738485209.0,5008000.0,Stub
Abu Zakaria al-Jamal,Palestinian Territory,740251014.0,5008000.0,Stub
Mustafa al-Khalidi,Palestinian Territory,740562507.0,5008000.0,Stub
Samir Ghawshah,Palestinian Territory,741240899.0,5008000.0,Start
Fuad Kokaly,Palestinian Territory,742810698.0,5008000.0,Stub
Janet Mikhail,Palestinian Territory,742930612.0,5008000.0,Stub
Hind Khoury,Palestinian Territory,744229617.0,5008000.0,Stub
Saloum Cohen,Palestinian Territory,744680083.0,5008000.0,Stub
Ahmed Majdalani,Palestinian Territory,745445418.0,5008000.0,Start
Faidi al-Alami,Palestinian Territory,746561126.0,5008000.0,Stub
Arafat scarf,Palestinian Territory,752269980.0,5008000.0,Stub
Zuhir al-Qaisi,Palestinian Territory,754951299.0,5008000.0,C
Mohammed Shabir,Palestinian Territory,754960024.0,5008000.0,Start
Said Seyam,Palestinian Territory,755358806.0,5008000.0,C
Atef Adwan,Palestinian Territory,756834998.0,5008000.0,Start
Moussa Arafat,Palestinian Territory,756836183.0,5008000.0,Start
Khouloud Daibes,Palestinian Territory,757565638.0,5008000.0,Start
Nahid al-Rayyis,Palestinian Territory,759387598.0,5008000.0,Start
Rawhi Fattouh,Palestinian Territory,760357919.0,5008000.0,Start
Wasfi Kabha,Palestinian Territory,760375386.0,5008000.0,Stub
Omar Hammayil,Palestinian Territory,760380012.0,5008000.0,Stub
Mohammed Milhim,Palestinian Territory,760380700.0,5008000.0,Stub
Faisal Husseini,Palestinian Territory,765742925.0,5008000.0,Start
Haidar Abdel-Shafi,Palestinian Territory,766784372.0,5008000.0,Start
Nasser al-Shaer,Palestinian Territory,766840809.0,5008000.0,Start
Omar Abd al-Razaq,Palestinian Territory,766847361.0,5008000.0,Stub
Adnan al-Husayni,Palestinian Territory,767482479.0,5008000.0,Stub
Ziad Abu Amr,Palestinian Territory,767881055.0,5008000.0,Start
Ziad Abuzayyad,Palestinian Territory,768374386.0,5008000.0,Start
Azzam al-Ahmad,Palestinian Territory,769135700.0,5008000.0,Stub
Leila Shahid,Palestinian Territory,769328020.0,5008000.0,Start
Sharm El Sheikh Memorandum,Palestinian Territory,771217707.0,5008000.0,Start
Hussein al-Husayni,Palestinian Territory,773002344.0,5008000.0,Start
Riyad al-Maliki,Palestinian Territory,773227993.0,5008000.0,Start
Yasser Abed Rabbo,Palestinian Territory,774821388.0,5008000.0,C
Isra al-Modallal,Palestinian Territory,775535912.0,5008000.0,Start
Jamal Abu Samhadana,Palestinian Territory,775898615.0,5008000.0,C
Sufian Abu Zaida,Palestinian Territory,776289919.0,5008000.0,Start
Taysir Khalid,Palestinian Territory,776386870.0,5008000.0,Stub
Ibrahim Nassar,Palestinian Territory,776831011.0,5008000.0,Start
Anwar Khatib,Palestinian Territory,777026878.0,5008000.0,Start
Jamil Majdalawi,Palestinian Territory,779034357.0,5008000.0,Stub
Foreign Affairs Minister of the Palestinian National Authority,Palestinian Territory,779105366.0,5008000.0,Start
Rabiha Diab,Palestinian Territory,779367907.0,5008000.0,Stub
Ahmed Hilmi Pasha,Palestinian Territory,782105397.0,5008000.0,C
Majida Al-Masri,Palestinian Territory,783041670.0,5008000.0,Stub
Emil Ghuri,Palestinian Territory,784373796.0,5008000.0,Stub
Ali Jarbawi,Palestinian Territory,784662302.0,5008000.0,Start
Jamal al-Jamal,Palestinian Territory,784977752.0,5008000.0,Start
Jamal al-Husayni,Palestinian Territory,785938135.0,5008000.0,B
Musa al-Husayni,Palestinian Territory,785938199.0,5008000.0,B
Salim al-Husayni,Palestinian Territory,785938222.0,5008000.0,Stub
Mustafa Barghouti,Palestinian Territory,787198183.0,5008000.0,C
Abdel Hafiz Nofal,Palestinian Territory,787385830.0,5008000.0,Start
Zaki al-Ghul,Palestinian Territory,787447130.0,5008000.0,Stub
Oslo I Accord,Palestinian Territory,787453135.0,5008000.0,C
Adly Yaish,Palestinian Territory,787691185.0,5008000.0,Stub
Intissar al-Wazir,Palestinian Territory,788004334.0,5008000.0,Start
Muhammad Abu Tir,Palestinian Territory,788019130.0,5008000.0,C
"Palestinian general election, 1996",Palestinian Territory,788023506.0,5008000.0,C
Protocol Concerning the Redeployment in Hebron,Palestinian Territory,788026998.0,5008000.0,C
Yousef al-Khalidi,Palestinian Territory,788159128.0,5008000.0,Stub
List of mayors of Nablus,Palestinian Territory,788189214.0,5008000.0,Stub
Khalil al-Hayya,Palestinian Territory,788437086.0,5008000.0,Stub
President of the Palestinian National Authority,Palestinian Territory,788509815.0,5008000.0,B
Fathi Ahmad Hammad,Palestinian Territory,788591724.0,5008000.0,Stub
Abdullah Rimawi,Palestinian Territory,788953220.0,5008000.0,GA
Yahya Hammuda,Palestinian Territory,788988278.0,5008000.0,Stub
Hani al-Hassan,Palestinian Territory,789228790.0,5008000.0,Start
Bashir Barghouti,Palestinian Territory,790695172.0,5008000.0,Start
Bassam as-Salhi,Palestinian Territory,790721748.0,5008000.0,Stub
Khalida Jarrar,Palestinian Territory,791881528.0,5008000.0,GA
Kamel al-Budeiri,Palestinian Territory,792611747.0,5008000.0,Start
Zuheir Mohsen,Palestinian Territory,792615206.0,5008000.0,C
Abdel-Razak al-Yehiyeh,Palestinian Territory,793718428.0,5008000.0,Start
Abu Ali Mustafa,Palestinian Territory,794170874.0,5008000.0,Start
Salah Khalaf,Palestinian Territory,794482018.0,5008000.0,C
Kamal Nasser,Palestinian Territory,795004000.0,5008000.0,Start
Current members of Palestinian Legislative Council,Palestinian Territory,795648388.0,5008000.0,Start
Fathi Hamad,Palestinian Territory,796124047.0,5008000.0,Start
Musa Alami,Palestinian Territory,796697881.0,5008000.0,C
Palestinian Declaration of Independence,Palestinian Territory,796911861.0,5008000.0,C
Ahmad Kurd,Palestinian Territory,796924085.0,5008000.0,Stub
Amin al-Majaj,Palestinian Territory,796961464.0,5008000.0,Start
Aziz Duwaik,Palestinian Territory,797021613.0,5008000.0,C
Ahmed Yassin,Palestinian Territory,797122322.0,5008000.0,GA
Hanan Ashrawi,Palestinian Territory,797806716.0,5008000.0,C
Cause of Yasser Arafat's death,Palestinian Territory,798100387.0,5008000.0,B
Kassim Al-Rimawi,Palestinian Territory,798262559.0,5008000.0,Start
Ibrahim Abu-Lughod,Palestinian Territory,798282902.0,5008000.0,C
Islah Jad,Palestinian Territory,798331360.0,5008000.0,Start
Issam Sartawi,Palestinian Territory,798732432.0,5008000.0,C
Marwan Barghouti,Palestinian Territory,798913975.0,5008000.0,GA
Mohammad Shtayyeh,Palestinian Territory,799023109.0,5008000.0,C
Mohammed Dahlan,Palestinian Territory,799023535.0,5008000.0,C
Nabil Shaath,Palestinian Territory,799072017.0,5008000.0,Start
Nabeel Kassis,Palestinian Territory,799209138.0,5008000.0,Start
Mahmoud al-Mabhouh,Palestinian Territory,799802471.0,5008000.0,GA
Qadura Fares,Palestinian Territory,799858795.0,5008000.0,Stub
Leila Khaled,Palestinian Territory,800067783.0,5008000.0,C
Muhammad Nimr al-Hawari,Palestinian Territory,800264686.0,5008000.0,C
Wadie Haddad,Palestinian Territory,800268417.0,5008000.0,Start
Munib al-Masri,Palestinian Territory,800663648.0,5008000.0,C
Suha Arafat,Palestinian Territory,800718761.0,5008000.0,C
Taba Summit,Palestinian Territory,800748567.0,5008000.0,C
Sari Nusseibeh,Palestinian Territory,800949001.0,5008000.0,C
Education Minister of the Palestinian National Authority,Palestinian Territory,801102332.0,5008000.0,Start
Yaqub al-Ghusayn,Palestinian Territory,801214518.0,5008000.0,Start
Khaled Mashal,Palestinian Territory,801299475.0,5008000.0,C
Ziad Abu Ein,Palestinian Territory,801335922.0,5008000.0,C
Zuhdi Labib Terzi,Palestinian Territory,801507800.0,5008000.0,Start
Raghib al-Nashashibi,Palestinian Territory,801867039.0,5008000.0,Start
Jamila Abdallah Taha al-Shanti,Palestinian Territory,802082257.0,5008000.0,Stub
Jibril Rajoub,Palestinian Territory,802302873.0,5008000.0,C
Abdelrahman al-Dajani,Palestinian Territory,802436402.0,5008000.0,Stub
Ahmad Agha Duzdar,Palestinian Territory,802436510.0,5008000.0,Stub
Musa al-Alami (mayor of Jerusalem),Palestinian Territory,802436655.0,5008000.0,Stub
Hussam ad-Din Jarallah,Palestinian Territory,802438226.0,5008000.0,Start
As'ad Shukeiri,Palestinian Territory,802444446.0,5008000.0,Stub
Eyad al-Sarraj,Palestinian Territory,802495061.0,5008000.0,Start
Abdel Aziz al-Rantisi,Palestinian Territory,802598153.0,5008000.0,C
Fatima Bernawi,Palestinian Territory,802835604.0,5008000.0,Start
Ahmad Sa'adat,Palestinian Territory,802968215.0,5008000.0,C
Salah Shehade,Palestinian Territory,803242304.0,5008000.0,C
Mahmoud Abbas,Palestinian Territory,803433440.0,5008000.0,B
Yasser Arafat,Palestinian Territory,804075706.0,5008000.0,FA
Ahmad Shukeiri,Palestinian Territory,804132518.0,5008000.0,Start
10 agorot controversy,Palestinian Territory,804292510.0,5008000.0,Start
2000 Camp David Summit,Palestinian Territory,804914588.0,5008000.0,B
Amin al-Husseini,Palestinian Territory,804940228.0,5008000.0,B
Adel Zawati,Palestinian Territory,804957442.0,5008000.0,Start
Omar Barghouti,Palestinian Territory,805306238.0,5008000.0,C
Arab Money,Palestinian Territory,805321868.0,5008000.0,C
Ghassan Khatib,Palestinian Territory,805441005.0,5008000.0,Start
Ahmad Toukan,Palestinian Territory,805811873.0,5008000.0,Start
Khalil al-Wazir,Palestinian Territory,806359448.0,5008000.0,B
Ismail Haniyeh,Palestinian Territory,806939531.0,5008000.0,C
Nizar Rayan,Palestinian Territory,807364845.0,5008000.0,GA
Haifa al-Agha,Palestinian Territory,807439836.0,5008000.0,Stub
Mahmoud al-Zahar,Palestinian Territory,807444564.0,5008000.0,C
Hakam Balawi,Palestinian Territory,807459429.0,5008000.0,Start
Yunis Al Astal,Palestinian Territory,807462818.0,5008000.0,Start
Yos Por,Cambodia,393822005.0,15497000.0,Stub
Than Sina,Cambodia,671073599.0,15497000.0,Stub
Ieu Pannakar,Cambodia,712085445.0,15497000.0,Stub
Taing Sunlay,Cambodia,713507166.0,15497000.0,Stub
Dul Koeun,Cambodia,714524609.0,15497000.0,Stub
Ly Kim Leang,Cambodia,714524624.0,15497000.0,Stub
Chhor Leang Huot,Cambodia,714524714.0,15497000.0,Stub
Thak Lany,Cambodia,714524870.0,15497000.0,Stub
Sok San,Cambodia,714525029.0,15497000.0,Stub
Tep Ngorn,Cambodia,714528164.0,15497000.0,Stub
Chan Cheng,Cambodia,714528251.0,15497000.0,Stub
Nhim Vanda,Cambodia,714528803.0,15497000.0,Stub
Pen Panha,Cambodia,714528886.0,15497000.0,Stub
Sieng Nam,Cambodia,714529109.0,15497000.0,Stub
So Khun,Cambodia,714529370.0,15497000.0,Stub
Nou Sam,Cambodia,714529507.0,15497000.0,Stub
Rath Sarem,Cambodia,716812326.0,15497000.0,Stub
Kong Vibol,Cambodia,726543264.0,15497000.0,Stub
Monh Saphan,Cambodia,726543284.0,15497000.0,Stub
Uk Rabun,Cambodia,726543336.0,15497000.0,Stub
Ay Khorn,Cambodia,726543872.0,15497000.0,Stub
Oung Ouen,Cambodia,726688556.0,15497000.0,Stub
List of Deputy Prime Ministers of Cambodia,Cambodia,730617957.0,15497000.0,Stub
Cambodian People's Party–FUNCINPEC coalition agreement,Cambodia,732331264.0,15497000.0,Stub
Chuop Hell,Cambodia,735512767.0,15497000.0,Stub
Kong Korm,Cambodia,736093077.0,15497000.0,Stub
Chan Nak,Cambodia,736538934.0,15497000.0,Stub
Huy Kanthoul,Cambodia,736539294.0,15497000.0,Stub
Vorn Vet,Cambodia,736715950.0,15497000.0,Stub
Yat Hwaidi,Cambodia,737025619.0,15497000.0,Stub
Khim Tit,Cambodia,737804996.0,15497000.0,Stub
Son Chhay,Cambodia,738180794.0,15497000.0,Start
Kep Chuktema,Cambodia,738478052.0,15497000.0,Start
Nuth Rumduol,Cambodia,738512371.0,15497000.0,Stub
Khieu Thavika,Cambodia,738804016.0,15497000.0,Stub
Norodom Phurissara,Cambodia,738987957.0,15497000.0,Start
Daran Kravanh,Cambodia,738989624.0,15497000.0,Stub
Sisowath Monireth,Cambodia,738992094.0,15497000.0,Start
Sisowath Youtevong,Cambodia,738992441.0,15497000.0,Stub
Ou Chanrith,Cambodia,739217591.0,15497000.0,Stub
Yem Ponhearith,Cambodia,741680078.0,15497000.0,Stub
Chrea Sochenda,Cambodia,741923960.0,15497000.0,Stub
Vong Kan,Cambodia,742006559.0,15497000.0,Stub
Yos Son,Cambodia,742067282.0,15497000.0,Stub
Hun Many,Cambodia,744291790.0,15497000.0,Stub
Chhean Vam,Cambodia,747052284.0,15497000.0,Stub
Oum Chheang Sun,Cambodia,747052769.0,15497000.0,Stub
Norodom Kantol,Cambodia,747053219.0,15497000.0,Stub
Khieu Rada,Cambodia,747555899.0,15497000.0,Start
Ieu Koeus,Cambodia,747628491.0,15497000.0,Stub
Cheng Heng,Cambodia,747784875.0,15497000.0,Start
Mok Mareth,Cambodia,747945224.0,15497000.0,Start
Kieng Vang,Cambodia,748137241.0,15497000.0,Stub
Sisowath Watchayavong,Cambodia,748488170.0,15497000.0,Stub
Sokhom So,Cambodia,749156496.0,15497000.0,Stub
Min Sean,Cambodia,749304614.0,15497000.0,Stub
Y Chhean,Cambodia,749338398.0,15497000.0,Stub
Poa Bun Sreu,Cambodia,749357713.0,15497000.0,Stub
Toan Vanthara,Cambodia,749387326.0,15497000.0,Stub
Sok Soty,Cambodia,749388858.0,15497000.0,Stub
Pal Sam Oeun,Cambodia,749396845.0,15497000.0,Stub
Ngor Sovann,Cambodia,749470256.0,15497000.0,Stub
Kea Sahorn,Cambodia,749510551.0,15497000.0,Stub
Suos Kanan,Cambodia,749517390.0,15497000.0,Stub
Im Chhun Lim,Cambodia,749537624.0,15497000.0,Stub
Tram Iv Teuk,Cambodia,749537772.0,15497000.0,Stub
Hem Khorn,Cambodia,749561164.0,15497000.0,Stub
Um Nhanh,Cambodia,749569686.0,15497000.0,Stub
Poa Try,Cambodia,749570183.0,15497000.0,Stub
Yim Chhaily,Cambodia,749683882.0,15497000.0,Stub
Ith Prang,Cambodia,749704384.0,15497000.0,Stub
Try Chheang Huot,Cambodia,749710492.0,15497000.0,Stub
Suk Sam Eng,Cambodia,749945690.0,15497000.0,Stub
Nim Thot,Cambodia,749967879.0,15497000.0,Stub
Ngin Khorn,Cambodia,749970189.0,15497000.0,Stub
Sorn Inthor,Cambodia,749977252.0,15497000.0,Stub
You Hockry,Cambodia,750055098.0,15497000.0,Stub
Samrith Pech,Cambodia,750074445.0,15497000.0,Stub
Un Neung,Cambodia,750077042.0,15497000.0,Stub
Bou Thang,Cambodia,750179637.0,15497000.0,Stub
Peter Khoy Saukam,Cambodia,751227068.0,15497000.0,Start
Tuot Saron,Cambodia,752967379.0,15497000.0,Start
Phoeurng Sackona,Cambodia,752979708.0,15497000.0,Stub
Nhek Bun Chhay,Cambodia,753086260.0,15497000.0,Stub
Cheam Yeab,Cambodia,753684881.0,15497000.0,Stub
Chea Poch,Cambodia,753689952.0,15497000.0,Stub
Chin Bun Sean,Cambodia,753692176.0,15497000.0,Stub
Chhim Siek Leng,Cambodia,753695057.0,15497000.0,Stub
Chea Soth,Cambodia,753711610.0,15497000.0,Stub
Ke Pauk,Cambodia,754318281.0,15497000.0,Stub
Kong Sam Ol,Cambodia,754944744.0,15497000.0,Stub
Pho Proeung,Cambodia,755504987.0,15497000.0,Stub
San Yun,Cambodia,756129985.0,15497000.0,Stub
Tiv Ol,Cambodia,756722795.0,15497000.0,Start
Son Ngoc Thanh,Cambodia,758665997.0,15497000.0,C
Monovithya Kem,Cambodia,759510662.0,15497000.0,Stub
Mom Chim Huy,Cambodia,761412104.0,15497000.0,Stub
Norodom Norindeth,Cambodia,761941416.0,15497000.0,Start
Hem Heng,Cambodia,763098565.0,15497000.0,Start
Chum Bunrong,Cambodia,763098588.0,15497000.0,Stub
Duong Vanna,Cambodia,763316692.0,15497000.0,Stub
Chhay Tan,Cambodia,763968613.0,15497000.0,Stub
Keat Chhon,Cambodia,765244120.0,15497000.0,Stub
Ang Vong Vathana,Cambodia,765375452.0,15497000.0,Stub
Keo Remy,Cambodia,766576352.0,15497000.0,Stub
Sun Chanthol,Cambodia,766834612.0,15497000.0,Start
Khieu Kanharith,Cambodia,766836319.0,15497000.0,Stub
Chay Saing Yun,Cambodia,767217618.0,15497000.0,Stub
Ek Sam Ol,Cambodia,767218020.0,15497000.0,Stub
Ouk Rabun,Cambodia,767867369.0,15497000.0,Stub
Hun Phoeung,Cambodia,768488633.0,15497000.0,Stub
Nguon Nhel,Cambodia,769381746.0,15497000.0,Stub
Khuon Sodary,Cambodia,769381831.0,15497000.0,Stub
Sok Pheng,Cambodia,769447485.0,15497000.0,Stub
Say Chhum,Cambodia,769929584.0,15497000.0,Stub
Im Sothy,Cambodia,771408501.0,15497000.0,Stub
Eng Chhai Eang,Cambodia,773103096.0,15497000.0,Stub
Heng Pov,Cambodia,773157273.0,15497000.0,Start
Him Chhem,Cambodia,773455924.0,15497000.0,Stub
Ho Non,Cambodia,773694865.0,15497000.0,Stub
Ho Vann,Cambodia,773695304.0,15497000.0,Stub
Hul Savorn,Cambodia,774100291.0,15497000.0,Stub
Pol Hom,Cambodia,776153762.0,15497000.0,Stub
Thong Khon,Cambodia,777665222.0,15497000.0,Stub
Hor Namhong,Cambodia,777765537.0,15497000.0,C
Keo Saphal (Siem Reap politician),Cambodia,778675539.0,15497000.0,Stub
Keo Saphal (Takeo politician),Cambodia,778675542.0,15497000.0,Stub
Khek Vandy,Cambodia,778806364.0,15497000.0,Stub
Khun Haing,Cambodia,778825745.0,15497000.0,Stub
Khy Taing Lim,Cambodia,778830534.0,15497000.0,Stub
Kimsour Phirith,Cambodia,778947267.0,15497000.0,Stub
Kuoch Ky,Cambodia,779440080.0,15497000.0,Stub
Kuoy Bunroeun,Cambodia,779441002.0,15497000.0,Stub
Chou Bun Eng,Cambodia,779541149.0,15497000.0,Start
Ke Sovannaroth,Cambodia,779541334.0,15497000.0,Stub
Norodom Rattana Devi,Cambodia,779541359.0,15497000.0,Stub
Norodom Vichara,Cambodia,779541415.0,15497000.0,Stub
Nin Saphon,Cambodia,779541481.0,15497000.0,Stub
Tioulong Saumura,Cambodia,779541578.0,15497000.0,Start
Som Kimsuor,Cambodia,779541650.0,15497000.0,Stub
Suy Sem,Cambodia,780608915.0,15497000.0,Stub
Sourn Serey Ratha,Cambodia,780691538.0,15497000.0,Stub
Ly Son,Cambodia,782622853.0,15497000.0,Stub
Ly Thuch,Cambodia,782622857.0,15497000.0,Stub
List of heads of state of Cambodia,Cambodia,782894395.0,15497000.0,C
Son Sann,Cambodia,783107330.0,15497000.0,C
Mam Bun Neang,Cambodia,783142781.0,15497000.0,Stub
Chan Sarun,Cambodia,783239117.0,15497000.0,Stub
Mao Monyvann,Cambodia,783294124.0,15497000.0,Stub
Men Sam An,Cambodia,784442393.0,15497000.0,Stub
Mey Norn,Cambodia,784629286.0,15497000.0,Stub
Sok An,Cambodia,784962640.0,15497000.0,C
Yem Sambaur,Cambodia,786198076.0,15497000.0,Start
Yim Sovann,Cambodia,786409843.0,15497000.0,C
